Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile,AIS Rank,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles
Landscape Research,LANDSCAPE RES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2767-3812,1469-9710,ENVIRONMENTAL STUDIES,SSCI,2201,1.5,Q4,0.45,38.39%,151/191,1.8,Q4,1.4,0.4,147/191,Q4,23.3,0.00121,0.27085,0.421,21.2,Q4,149/183,90,97.78%,8.5,9.5,88
Journal of Housing and the Built Environment,J HOUS BUILT ENVIRON,SPRINGER,1566-4910,1573-7772,ENVIRONMENTAL STUDIES,SSCI,2197,2.1,Q3,0.51,38.24%,124/191,2.6,Q3,1.6,0.7,132/191,Q3,31.15,0.00163,0.36489,0.489,35.3,Q4,144/183,80,100.00%,5.6,7.6,80
NATURAL RESOURCES FORUM,NAT RESOUR FORUM,WILEY,1477-8947,1477-8947,ENVIRONMENTAL STUDIES,SSCI,2067,3.7,Q2,0.84,16.05%,66/191,4.2,Q2,3.1,1.3,80/191,Q2,58.38,0.00088,0.19638,0.564,65.7,Q3,129/183,194,100.00%,5.5,4.2,194
Environmental and Sustainability Indicators,ENVIRON SUSTAIN IND,ELSEVIER,2767-3170,2665-9727,ENVIRONMENTAL STUDIES,ESCI,2035,5.6,Q1,1.09,92.97%,34/191,5.9,Q1,5.3,0.9,52/191,Q2,73.04,0.00226,0.50384,0.943,82.5,Q2,75/183,237,97.05%,2.9,6.1,230
POPULATION AND ENVIRONMENT,POPUL ENVIRON,SPRINGER,2773-1391,1573-7810,ENVIRONMENTAL STUDIES,SSCI,1967,2.5,Q3,1.03,39.47%,109/191,4.1,Q2,2.3,0.8,58/191,Q2,69.9,0.00123,0.27409,1.247,43.2,Q2,50/183,28,100.00%,10.9,8.1,28
ENVIRONMENT AND DEVELOPMENT ECONOMICS,ENVIRON DEV ECON,CAMBRIDGE UNIV PRESS,2624-893X,1469-4395,ENVIRONMENTAL STUDIES,SSCI,1965,1.5,Q4,0.55,35.62%,151/191,2.6,Q3,1.5,0.6,124/191,Q3,35.34,0.00079,0.17712,0.65,21.2,Q3,112/183,25,100.00%,11.8,9.3,25
Carbon Management,CARBON MANAG,TAYLOR & FRANCIS LTD,1758-3004,1758-3012,ENVIRONMENTAL STUDIES,SSCI,1958,3.2,Q2,0.53,98.13%,82/191,3.8,Q2,3.1,0.9,126/191,Q3,34.29,0.00126,0.28116,0.744,57.3,Q3,100/183,42,88.10%,6.7,5.9,37
Urban Science,URBAN SCI,MDPI,2413-8851,2413-8851,ENVIRONMENTAL STUDIES,ESCI,1949,2.9,Q3,0.7,99.79%,96/191,2.7,Q3,2.6,0.5,101/191,Q3,47.38,0.00179,0.39913,0.46,50,Q4,147/183,263,89.35%,3.8,6,235
Weather Climate and Society,WEATHER CLIM SOC,AMER METEOROLOGICAL SOC,1948-8327,1948-8335,ENVIRONMENTAL STUDIES,SSCI,1878,1.9,Q3,0.45,2.76%,133/191,2.3,Q3,1.7,0.5,147/191,Q4,23.3,0.00155,0.34623,0.567,30.6,Q3,128/183,54,92.59%,6.6,6.7,50
Journal of the Association of Environmental and Resource Economists,J ASSOC ENVIRON RESO,UNIV CHICAGO PRESS,2333-5955,2333-5963,ENVIRONMENTAL STUDIES,SSCI,1867,3.2,Q2,0.96,1.46%,82/191,4.4,Q2,3,1.2,65/191,Q2,66.23,0.00422,0.93972,2.699,57.3,Q1,10/183,54,100.00%,6,8.9,54
Environmental Policy and Governance,ENVIRON POLICY GOV,"WILEY PERIODICALS, INC",1756-932X,1756-9338,ENVIRONMENTAL STUDIES,SSCI,1804,3.9,Q2,0.76,65.33%,59/191,3.9,Q2,3.7,0.5,89/191,Q2,53.66,0.00167,0.37195,0.953,69.4,Q2,74/183,49,100.00%,6.1,7.9,49
CULTURAL GEOGRAPHIES,CULT GEOGR,SAGE PUBLICATIONS LTD,2509-8020,1477-0881,ENVIRONMENTAL STUDIES,SSCI,1786,1.5,Q4,0.53,55.93%,151/191,2.2,Q3,1.2,0.2,126/191,Q3,34.29,0.00179,0.3984,1.003,21.2,Q2,71/183,38,100.00%,9.8,11.6,38
Climate Services,CLIM SERV,ELSEVIER,2405-8807,2405-8807,ENVIRONMENTAL STUDIES,SSCI,1691,4.5,Q1,0.91,96.61%,47/191,4.6,Q2,3.9,1.1,72/191,Q2,62.57,0.00191,0.42654,0.889,75.7,Q2,79/183,85,94.12%,3.3,6.2,80
Disaster Prevention and Management,DISASTER PREV MANAG,EMERALD GROUP PUBLISHING LTD,2399-6641,1758-6100,ENVIRONMENTAL STUDIES,SSCI,1682,2,Q3,0.48,13.82%,130/191,2,Q4,1.8,0.3,141/191,Q3,26.44,0.0008,0.18015,0.407,32.2,Q4,151/183,56,98.21%,10.1,7.9,55
EUROPEAN URBAN AND REGIONAL STUDIES,EUR URBAN REG STUD,SAGE PUBLICATIONS LTD,0969-7764,1461-7145,ENVIRONMENTAL STUDIES,SSCI,1655,2.6,Q3,0.77,40.26%,105/191,3.7,Q2,2.2,0.4,86/191,Q2,55.24,0.00133,0.29783,1.129,45.3,Q2,58/183,17,100.00%,8.2,6.7,17
ENVIRONMENT,ENVIRONMENT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0013-9157,1939-9154,ENVIRONMENTAL STUDIES,SSCI,1562,3.9,Q2,0.61,44.68%,59/191,4.9,Q2,3.8,0.3,115/191,Q3,40.05,0.00083,0.18516,1.463,69.4,Q1,41/183,21,100.00%,12.3,10,21
Frontiers in Sustainable Cities,FRONT SUSTAIN CITIES,FRONTIERS MEDIA SA,2624-9634,2624-9634,ENVIRONMENTAL STUDIES,ESCI,1551,2.1,Q3,0.46,98.24%,124/191,3,Q3,2,0.5,146/191,Q4,23.82,0.00255,0.56742,0.642,35.3,Q3,114/183,99,91.92%,3.2,5.9,91
International Journal of Climate Change Strategies and Management,INT J CLIM CHANG STR,EMERALD GROUP PUBLISHING LTD,2188-5729,1756-8706,ENVIRONMENTAL STUDIES,SSCI,1526,3.5,Q2,0.79,100.00%,73/191,4.3,Q2,3.4,0.3,82/191,Q2,57.33,0.00101,0.22694,0.645,62,Q3,113/183,30,96.67%,5.6,6.5,29
Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,WATER ALTERN,WATER ALTERNATIVES ASSOC,2575-8314,1965-0175,ENVIRONMENTAL STUDIES,SSCI,1479,3.6,Q2,0.68,0.00%,70/191,2.8,Q3,3.1,0.8,104/191,Q3,45.81,0.00123,0.27371,0.721,63.6,Q3,101/183,32,90.63%,7.2,8.3,29
Housing Theory & Society,HOUS THEORY SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1365-2907,1651-2278,ENVIRONMENTAL STUDIES,SSCI,1431,2,Q3,0.56,49.49%,130/191,3.4,Q3,1.6,0.7,123/191,Q3,35.86,0.00156,0.3485,1.173,32.2,Q2,57/183,42,100.00%,7.7,8.2,42
PROGRESS IN PLANNING,PROG PLANN,PERGAMON-ELSEVIER SCIENCE LTD,2213-5383,1873-4510,ENVIRONMENTAL STUDIES,SSCI,1416,5.7,Q1,1.3,38.89%,33/191,5.9,Q1,5.6,3.5,40/191,Q1,79.32,0.00059,0.13268,1.424,83,Q1,44/183,12,91.67%,12.8,10.2,11
ENVIRONMENTAL VALUES,ENVIRON VALUE,SAGE PUBLICATIONS INC,0963-2719,1752-7015,ENVIRONMENTAL STUDIES,SSCI,1399,1.6,Q4,0.74,14.95%,148/191,1.8,Q4,1.3,1.2,95/191,Q2,50.52,0.0007,0.15645,0.539,22.8,Q3,133/183,31,100.00%,11.2,9.7,31
INTERNATIONAL REGIONAL SCIENCE REVIEW,INT REGIONAL SCI REV,SAGE PUBLICATIONS INC,0160-0176,1552-6925,ENVIRONMENTAL STUDIES,SSCI,1385,2.1,Q3,0.49,14.29%,124/191,2.4,Q3,2,0.5,140/191,Q3,26.96,0.00068,0.15297,0.63,35.3,Q3,118/183,15,86.67%,13.5,8.7,13
Business Strategy and Development,BUS STRATEGY DEV,WILEY,2572-3170,2572-3170,ENVIRONMENTAL STUDIES,ESCI,1384,4.2,Q2,0.95,18.94%,50/191,4.4,Q2,3.2,1.1,67/191,Q2,65.18,0.00105,0.23534,0.515,74.1,Q4,140/183,144,100.00%,3.1,5.6,144
Conservation & Society,CONSERV SOC,WOLTERS KLUWER MEDKNOW PUBLICATIONS,2574-2531,0975-3133,ENVIRONMENTAL STUDIES,SSCI,1380,2.1,Q3,0.4,31.43%,124/191,2.3,Q3,2.1,0.2,157/191,Q4,18.06,0.00081,0.18127,0.716,35.3,Q3,103/183,18,100.00%,9.6,8.7,18
npj Urban Sustainability,NPJ URBAN SUSTAIN,SPRINGERNATURE,2661-8001,2661-8001,ENVIRONMENTAL STUDIES,SSCI,1371,8.8,Q1,2.27,100.00%,14/191,10.9,Q1,8.2,2.1,8/191,Q1,96.07,0.00262,0.58446,2.866,92.9,Q1,9/183,49,87.76%,2.6,5.8,43
Journal of Environmental Studies and Sciences,J ENVIRON STUD SCI,SPRINGER,2190-6483,2190-6491,ENVIRONMENTAL STUDIES,ESCI,1360,2.3,Q3,0.43,28.44%,116/191,2.2,Q3,2.1,0.6,152/191,Q4,20.68,0.00117,0.26038,0.533,39.5,Q3,137/183,98,90.82%,6.1,6.9,89
International Environmental Agreements-Politics Law and Economics,INT ENVIRON AGREEM-P,SPRINGER,1567-9764,1573-1553,ENVIRONMENTAL STUDIES,SSCI,1323,3.1,Q2,1.65,68.18%,89/191,2.9,Q3,2.9,0.8,25/191,Q1,87.17,0.00106,0.23711,0.762,53.7,Q3,98/183,32,100.00%,7.4,6.4,32
Impact Assessment and Project Appraisal,IMPACT ASSESS PROJ A,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2192-1709,1471-5465,ENVIRONMENTAL STUDIES,SSCI,1301,1.9,Q3,0.44,30.58%,133/191,2.1,Q4,1.2,0.5,150/191,Q4,21.73,0.00053,0.11949,0.315,30.6,Q4,158/183,43,97.67%,8.5,7.5,42
Sustainability-Science Practice and Policy,SUSTAINABILITY-SCI P,TAYLOR & FRANCIS LTD,2381-4683,1548-7733,ENVIRONMENTAL STUDIES,ESCI,1287,4.8,Q1,0.94,97.16%,40/191,6.3,Q1,4.4,0.9,68/191,Q2,64.66,0.00192,0.42846,1.514,79.3,Q1,38/183,48,89.58%,3.7,5.9,43
Progress in Disaster Science,PROG DISASTER SCI,ELSEVIER,2590-0617,2590-0617,ENVIRONMENTAL STUDIES,ESCI,1281,3.8,Q2,0.79,97.22%,62/191,4.6,Q2,3.4,0.6,82/191,Q2,57.33,0.00189,0.42057,0.889,67.8,Q2,79/183,87,86.21%,4,6,75
Journal of Political Ecology,J POLIT ECOL,UNIV ARIZONA LIBRARIES,1073-0451,1073-0451,ENVIRONMENTAL STUDIES,ESCI,1267,2.3,Q3,0.48,1.48%,116/191,2.8,Q3,1.9,1.2,141/191,Q3,26.44,0.00153,0.34215,0.861,39.5,Q2,83/183,50,100.00%,5.4,8.6,50
Resources Environment and Sustainability,RESOUR ENVIRON SUST,ELSEVIER,2666-9161,2666-9161,ENVIRONMENTAL STUDIES,ESCI,1266,7.8,Q1,1.88,96.61%,17/191,10.4,Q1,7.5,1.8,17/191,Q1,91.36,0.00143,0.3199,1.582,91.4,Q1,36/183,40,85.00%,2.8,5.3,34
COASTAL MANAGEMENT,COAST MANAGE,TAYLOR & FRANCIS INC,0892-0753,1521-0421,ENVIRONMENTAL STUDIES,SSCI,1266,1.9,Q3,0.32,15.00%,133/191,2.8,Q3,1.8,0.2,165/191,Q4,13.87,0.0007,0.15663,0.627,30.6,Q3,119/183,25,100.00%,9.2,7.5,25
Frontiers in Sustainability,FRONT SUSTAIN,FRONTIERS MEDIA SA,2673-4524,2673-4524,ENVIRONMENTAL STUDIES,ESCI,1219,2.9,Q3,0.41,98.35%,96/191,3.2,Q3,2.8,0.5,156/191,Q4,18.59,0.00174,0.38885,0.606,50,Q3,123/183,108,86.11%,2.6,5.8,93
Journal of Agricultural Education & Extension,J AGRIC EDUC EXT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1389-224X,1750-8622,ENVIRONMENTAL STUDIES,SSCI,1208,2.6,Q3,0.9,38.71%,105/191,3.2,Q3,2.1,0.3,73/191,Q2,62.04,0.00062,0.14011,0.461,45.3,Q4,146/183,30,93.33%,6.5,7.4,28
Anthropocene Review,ANTHROPOCENE REV,SAGE PUBLICATIONS INC,2730-6151,2053-020X,ENVIRONMENTAL STUDIES,SSCI,1206,3.5,Q2,0.71,43.02%,73/191,3.8,Q2,3.2,0.2,99/191,Q3,48.43,0.00147,0.32784,1.341,62,Q2,48/183,21,80.95%,7.1,9.7,17
Environmental Hazards-Human and Policy Dimensions,ENVIRON HAZARDS-UK,TAYLOR & FRANCIS LTD,1747-7891,1878-0059,ENVIRONMENTAL STUDIES,SSCI,1198,1.7,Q3,0.42,27.27%,142/191,3,Q3,1.5,0.5,153/191,Q4,20.16,0.0007,0.15581,0.607,25.9,Q3,122/183,44,100.00%,9.4,6.7,44
Global Sustainability,GLOB SUSTAIN,CAMBRIDGE UNIV PRESS,2590-2296,2059-4798,ENVIRONMENTAL STUDIES,ESCI,1172,5.8,Q1,0.68,100.00%,32/191,6.8,Q1,5.4,2.9,104/191,Q3,45.81,0.0022,0.49038,2.249,83.5,Q1,15/183,45,40.00%,4.3,6.1,18
GAIA-Ecological Perspectives for Science and Society,GAIA,OEKOM VERLAG GMBH,2976-5390,2625-5413,ENVIRONMENTAL STUDIES,SSCI,1153,1.9,Q3,0.33,79.81%,133/191,1.9,Q4,1.5,2,161/191,Q4,15.97,0.00065,0.14498,0.474,30.6,Q4,145/183,44,100.00%,6.9,5.1,44
Chinese Journal of Population Resources and Environment,CHIN J POPUL RESOUR,KEAI PUBLISHING LTD,2096-9589,2325-4262,ENVIRONMENTAL STUDIES,ESCI,1110,4.8,Q1,0.88,97.48%,40/191,3.7,Q2,4.7,0.2,77/191,Q2,59.95,0.00093,0.20845,0.659,79.3,Q3,110/183,50,100.00%,4.3,4.8,50
International Journal of the Commons,INT J COMMONS,UBIQUITY PRESS LTD,2204-3136,1875-0281,ENVIRONMENTAL STUDIES,SSCI,1108,1.9,Q3,0.44,98.00%,133/191,2.4,Q3,1.5,0.6,150/191,Q4,21.73,0.00082,0.18277,0.584,30.6,Q3,125/183,45,91.11%,7.4,9.1,41
INTERNATIONAL JOURNAL OF URBAN SCIENCES,INT J URBAN SCI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2572-2611,2161-6779,ENVIRONMENTAL STUDIES,SSCI,1104,3,Q2,0.73,9.84%,93/191,3.3,Q3,2.8,0.3,98/191,Q3,48.95,0.00105,0.23404,0.704,51.6,Q3,104/183,63,93.65%,5,7.1,59
Ecosystems and People,ECOSYST PEOPLE,TAYLOR & FRANCIS LTD,2639-5916,2639-5916,ENVIRONMENTAL STUDIES,ESCI,1048,3.7,Q2,0.92,98.13%,66/191,5.4,Q1,3.2,0.5,71/191,Q2,63.09,0.00175,0.39037,1.213,65.7,Q2,53/183,65,89.23%,3.7,7.6,58
Cleaner Environmental Systems,CLEAN ENVIRON SYST,ELSEVIER,2056-3485,2666-7894,ENVIRONMENTAL STUDIES,ESCI,1042,4.9,Q1,0.9,96.63%,39/191,6.3,Q1,4.8,0.8,73/191,Q2,62.04,0.00132,0.29463,1.074,79.8,Q2,64/183,86,95.35%,3,5.8,82
Current Research in Environmental Sustainability,CURR RES ENVIRON SUS,ELSEVIER,1520-6688,2666-0490,ENVIRONMENTAL STUDIES,ESCI,1022,3.8,Q2,0.76,99.36%,62/191,4.8,Q2,3.7,0.8,89/191,Q2,53.66,0.00136,0.30294,0.828,67.8,Q2,91/183,34,100.00%,3.1,6.3,34
Journal of Environment & Development,J ENVIRON DEV,SAGE PUBLICATIONS INC,2642-0007,1552-5465,ENVIRONMENTAL STUDIES,SSCI,1022,2,Q3,0.51,15.56%,130/191,3.1,Q3,1.9,0.3,132/191,Q3,31.15,0.00063,0.14046,0.832,32.2,Q2,90/183,46,97.83%,9.9,6.6,45
Environmental Justice,ENVIRON JUSTICE,"MARY ANN LIEBERT, INC",1939-4071,1937-5174,ENVIRONMENTAL STUDIES,ESCI,1019,1.3,Q4,0.33,14.56%,155/191,2.1,Q4,1.2,0.2,161/191,Q4,15.97,0.00122,0.27165,0.669,19.1,Q3,108/183,64,100.00%,6.1,7.9,64
PLOS Climate,PLOS CLIM,PUBLIC LIBRARY SCIENCE,2767-3200,2767-3200,ENVIRONMENTAL STUDIES,ESCI,1000,5.1,Q1,0.77,99.65%,37/191,5.1,Q1,4.9,0.9,86/191,Q2,55.24,0.0024,0.53471,1.738,80.9,Q1,27/183,112,84.82%,1.8,6.4,95
International Journal of Housing Policy,INT J HOUS POLICY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1949-1247,1949-1255,ENVIRONMENTAL STUDIES,SSCI,999,2.6,Q3,0.53,42.73%,105/191,3.3,Q3,2.1,0.2,126/191,Q3,34.29,0.0016,0.35803,1.219,45.3,Q2,52/183,40,95.00%,5.3,6.8,38
Environmental Sociology,ENVIRON SOCIOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2325-1042,2325-1042,ENVIRONMENTAL STUDIES,ESCI,994,2.8,Q3,0.53,25.86%,101/191,3.1,Q3,2.6,0.3,126/191,Q3,34.29,0.00146,0.32677,0.999,47.4,Q2,72/183,48,100.00%,5.3,8.2,48
Cleaner and Responsible Consumption,CLEAN RESPONS CONSUM,ELSEVIER,2666-7843,2666-7843,ENVIRONMENTAL STUDIES,ESCI,957,5.3,Q1,0.94,97.95%,35/191,5.6,Q1,4.8,1,68/191,Q2,64.66,0.00114,0.25424,0.921,81.9,Q2,76/183,81,91.36%,2.2,5.7,74
JOURNAL OF ENVIRONMENTAL LAW,J ENVIRON LAW,OXFORD UNIV PRESS,0952-8873,1464-374X,ENVIRONMENTAL STUDIES,SSCI,935,2.7,Q3,1.2,56.58%,103/191,2.4,Q3,2.3,0.4,43/191,Q1,77.75,0.00098,0.21886,0.835,46.3,Q2,89/183,25,100.00%,7.3,7,25
Human Ecology Review,HUM ECOL REV,ANU PRESS,2673-7086,2204-0919,ENVIRONMENTAL STUDIES,SSCI,920,0.4,Q4,0.18,100.00%,181/191,1.2,Q4,0.4,<0.1,176/191,Q4,8.12,0.00011,0.02496,0.29,5.5,Q4,161/183,9,100.00%,21.1,13.6,9
Discover Sustainability,DISCOV SUSTAIN,SPRINGERNATURE,2227-7099,2662-9984,ENVIRONMENTAL STUDIES,ESCI,908,3,Q2,0.51,99.68%,93/191,3.6,Q2,2.6,0.6,132/191,Q3,31.15,0.00069,0.15475,0.547,51.6,Q3,132/183,522,81.03%,1.8,5.3,423
ENVIRONMENTAL HISTORY,ENVIRON HIST-US,UNIV CHICAGO PRESS,1084-5453,1930-8892,ENVIRONMENTAL STUDIES,SSCI,895,0.8,Q4,1.11,2.33%,170/191,1,Q4,0.7,0.1,51/191,Q2,73.56,0.00072,0.16072,0.626,11.3,Q3,120/183,20,100.00%,16.1,29.7,20
Applied Spatial Analysis and Policy,APPL SPAT ANAL POLIC,SPRINGER,2076-3387,1874-4621,ENVIRONMENTAL STUDIES,SSCI,893,1.9,Q3,0.5,28.24%,133/191,2,Q4,1.8,0.6,136/191,Q3,29.06,0.00104,0.23266,0.444,30.6,Q4,148/183,44,95.45%,4.4,7.1,42
Urban Policy and Research,URBAN POLICY RES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2399-4908,1476-7244,ENVIRONMENTAL STUDIES,SSCI,869,1.7,Q3,0.42,42.17%,142/191,,,1.7,0.2,153/191,Q4,20.16,0.00052,0.11764,,25.9,,,33,60.61%,9,7,20
Marine Resource Economics,MAR RESOUR ECON,UNIV CHICAGO PRESS,2673-5172,2334-5985,ENVIRONMENTAL STUDIES,SSCI,821,1.7,Q3,0.57,0.00%,142/191,2.1,Q4,1.7,0.3,121/191,Q3,36.91,0.00043,0.09679,0.534,25.9,Q3,136/183,17,100.00%,11.6,9.9,17
Review of European Comparative & International Environmental Law,REV EUR COMP INT ENV,WILEY,2050-0386,2050-0394,ENVIRONMENTAL STUDIES,SSCI,816,2.3,Q3,1.74,61.60%,116/191,2.3,Q3,2.2,0.3,22/191,Q1,88.74,0.00124,0.2781,0.855,39.5,Q2,84/183,53,100.00%,5.1,4.7,53
Earth System Governance,EARTH SYST GOV-NETH,ELSEVIER,2730-7182,2589-8116,ENVIRONMENTAL STUDIES,ESCI,797,4.6,Q1,2.02,100.00%,43/191,6.3,Q1,4.2,0.4,13/191,Q1,93.46,0.00175,0.3896,1.773,77.7,Q1,25/183,25,100.00%,3.6,5.8,25
Pastoralism-Research Policy and Practice,PASTORALISM,FRONTIERS MEDIA SA,2041-7136,2041-7136,ENVIRONMENTAL STUDIES,ESCI,795,2.9,Q3,0.48,100.00%,96/191,3.2,Q3,2.7,0.2,141/191,Q3,26.44,0.00065,0.14648,0.677,50,Q3,106/183,22,81.82%,6.1,8.5,18
Maritime Studies,MARIT STUD,SPRINGER HEIDELBERG,1872-7859,2212-9790,ENVIRONMENTAL STUDIES,ESCI,775,2.3,Q3,0.54,60.48%,116/191,2.7,Q3,1.8,0.5,125/191,Q3,34.82,0.0009,0.2016,0.633,39.5,Q3,117/183,45,95.56%,4.7,8.7,43
Research in Globalization,RES GLOB,ELSEVIER,2590-051X,2590-051X,ENVIRONMENTAL STUDIES,ESCI,760,3.7,Q2,1.24,98.37%,66/191,,,3.5,1.5,41/191,Q1,78.8,0.00081,0.1803,,65.7,,,80,95.00%,1.9,6.1,76
Transnational Environmental Law,TRANSNATL ENVIRON LA,CAMBRIDGE UNIV PRESS,2572-3170,2047-1033,ENVIRONMENTAL STUDIES,SSCI,715,3.3,Q2,2.21,67.53%,80/191,3.6,Q2,2.7,1.4,9/191,Q1,95.55,0.00101,0.22644,1.182,58.4,Q2,56/183,30,100.00%,4.7,7.6,30
ENVIRONMENTAL ETHICS,ENVIRON ETHICS,ENVIRONMENTAL PHILOSOPHY INC,0163-4275,2153-7895,ENVIRONMENTAL STUDIES,SSCI,708,1.1,Q4,0.33,0.00%,161/191,0.7,Q4,0.9,0.5,161/191,Q4,15.97,0.00022,0.05,0.273,16,Q4,163/183,25,100.00%,22,13.9,25
International Journal of Disaster Resilience in the Built Environment,INT J DISASTER RESIL,EMERALD GROUP PUBLISHING LTD,2639-5916,1759-5916,ENVIRONMENTAL STUDIES,ESCI,686,1.1,Q4,0.24,0.89%,161/191,1.5,Q4,1,0.3,172/191,Q4,10.21,0.00043,0.09595,0.244,16,Q4,165/183,27,88.89%,6,6.5,24
International Journal of Urban Sustainable Development,INT J URBAN SUSTAIN,TAYLOR & FRANCIS LTD,2050-3385,1946-3146,ENVIRONMENTAL STUDIES,ESCI,666,2.4,Q3,0.53,95.89%,111/191,3.5,Q3,2.3,0.6,126/191,Q3,34.29,0.00074,0.16479,0.794,42.1,Q3,94/183,25,92.00%,5.1,7.3,23
Open House International-Sustainable & Smart Architecture and Urban Studies,OPEN HOUSE INT,EMERALD GROUP PUBLISHING LTD,0168-2601,2633-9838,ENVIRONMENTAL STUDIES,SSCI,607,1.6,Q4,1.01,2.19%,148/191,1.3,Q4,1.4,0.4,60/191,Q2,68.85,0.00038,0.0857,0.204,22.8,Q4,169/183,35,94.29%,5.1,6.9,33
Climate Change Economics,CLIM CHANG ECON,WORLD SCIENTIFIC PUBL CO PTE LTD,2405-9188,2010-0086,ENVIRONMENTAL STUDIES,SSCI,606,2.4,Q3,0.89,10.23%,111/191,2.2,Q3,2.3,0.5,76/191,Q2,60.47,0.00047,0.10574,0.51,42.1,Q4,141/183,34,100.00%,6.7,5.9,34
Australasian Journal of Environmental Management,AUSTRALAS J ENV MAN,TAYLOR & FRANCIS LTD,1448-6563,2159-5356,ENVIRONMENTAL STUDIES,SSCI,602,1.5,Q4,0.33,57.75%,151/191,2.1,Q4,1.3,1.2,161/191,Q4,15.97,0.00034,0.07769,0.417,21.2,Q4,150/183,33,93.94%,6.9,6.6,31
Environment and Society-Advances in Research,ENVIRON SOC,BERGHAHN JOURNALS,2398-631X,2150-6787,ENVIRONMENTAL STUDIES,ESCI,591,3.5,Q2,0.5,77.78%,73/191,3.7,Q2,3.5,<0.1,136/191,Q3,29.06,0.00072,0.16023,1.981,62,Q1,20/183,1,100.00%,6.6,5.6,1
Regional Sustainability,REG SUSTAIN,KEAI PUBLISHING LTD,2097-0129,2666-660X,ENVIRONMENTAL STUDIES,ESCI,540,4.6,Q1,0.98,99.04%,43/191,5.1,Q1,4.4,0.4,63/191,Q2,67.28,0.00069,0.15357,0.848,77.7,Q2,87/183,40,92.50%,2.6,5.7,37
Ethics Policy & Environment,ETHICS POLICY ENV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2155-0085,2155-0093,ENVIRONMENTAL STUDIES,ESCI,521,0.9,Q4,0.31,43.43%,166/191,1.4,Q4,0.7,0.2,167/191,Q4,12.83,0.00059,0.13337,0.52,13.4,Q4,139/183,28,100.00%,7,11.1,28
Environmental Research: Infrastructure and Sustainability,ENVIRON RES-INFRASTR,IOP Publishing Ltd,2634-4505,2634-4505,ENVIRONMENTAL STUDIES,ESCI,518,3.2,Q2,0.51,99.42%,82/191,3.2,Q3,2.8,0.9,132/191,Q3,31.15,0.00085,0.19071,0.748,57.3,Q3,99/183,60,88.33%,2.3,5.3,53
Journal of Environmental Economics and Policy,J ENVIRON ECON POLIC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1947-2579,2160-6552,ENVIRONMENTAL STUDIES,ESCI,505,1.2,Q4,0.37,19.18%,158/191,2.1,Q4,1.2,0.5,158/191,Q4,17.54,0.00064,0.14286,0.502,17.5,Q4,143/183,13,100.00%,4.7,7.4,13
Journal of Energy & Natural Resources Law,J ENERGY NAT RESO LA,TAYLOR & FRANCIS LTD,2673-611X,2376-4538,ENVIRONMENTAL STUDIES,SSCI,498,2.1,Q3,1.19,33.33%,124/191,2.4,Q3,1.8,0.5,45/191,Q1,76.7,0.00049,0.10923,0.586,35.3,Q3,124/183,24,100.00%,5.1,5.9,24
Nature + Culture,NAT CULT,BERGHAHN JOURNALS,2381-4683,1558-5468,ENVIRONMENTAL STUDIES,SSCI,484,0.6,Q4,0.14,0.00%,174/191,0.9,Q4,0.6,0.1,180/191,Q4,6.02,0.00019,0.04334,0.324,9.2,Q4,156/183,14,92.86%,11.2,9.7,13
ENVIRONMENT AND HISTORY,ENVIRON HIST-UK,WHITE HORSE PRESS,2373-7492,1752-7023,ENVIRONMENTAL STUDIES,SSCI,482,0.6,Q4,1.36,7.59%,174/191,1,Q4,0.6,0.6,37/191,Q1,80.89,0.00056,0.12566,0.616,9.2,Q3,121/183,27,96.30%,10.1,24.1,26
City and Environment Interactions,CITY ENVIRON INTERAC,ELSEVIER,2590-2520,2590-2520,ENVIRONMENTAL STUDIES,ESCI,475,3.8,Q2,0.77,98.04%,62/191,3.9,Q2,3.5,1,86/191,Q2,55.24,0.00066,0.14746,0.769,67.8,Q3,97/183,49,91.84%,2.9,5.8,45
